stratum,year,popEst,sePopEst,VCF,seVCF
69,2000,0,0,2.59,0.46
75,2000,8190.98,4741.02,1.65,0.23
76,2000,2382.75,2257.43,1.65,0.23
77,2000,0,0,2.59,0.46
1,2001,1069.2,1048.37,2.43,0.46
2,2001,0,0,2.43,0.46
3,2001,32015.25,17545.34,2.43,0.46
4,2001,36741.6,14026.38,2.43,0.46
5,2001,1126.63,1085.48,2.43,0.46
6,2001,498.15,325.46,2.43,0.46
7,2001,0,0,2.43,0.46
8,2001,0,0,2.43,0.46
9,2001,3480.5,1560.47,2.43,0.46
10,2001,0,0,2.43,0.46
11,2001,1625.06,1240.42,2.43,0.46
12,2001,12472.28,5130.85,2.59,0.46
13,2001,7811,1927.45,2.59,0.46
14,2001,0,0,2.59,0.46
15,2001,0,0,2.59,0.46
16,2001,0,0,2.59,0.46
17,2001,9632.07,7037.77,2.59,0.46
18,2001,2250.99,1738.48,2.59,0.46
20,2001,18171.11,5848.41,2.59,0.46
21,2001,2553.59,2511.24,2.59,0.46
22,2001,7551.89,3121.43,2.59,0.46
23,2001,0,0,2.59,0.46
24,2001,3350.98,3500.13,2.59,0.46
25,2001,18108.92,8287.04,1.87,0.26
26,2001,24489.05,14754.95,1.36,0.16
27,2001,1778.07,1029.55,1.36,0.16
28,2001,3505.36,1154.97,1.36,0.16
29,2001,2112.88,864.04,1.36,0.16
30,2001,25625.36,14145.04,2.63,0.23
31,2001,41736.41,24105.81,2.63,0.23
32,2001,32387.72,7565.48,2.63,0.23
33,2001,1330.7,777.25,2.63,0.23
34,2001,92590.04,21991.52,1.87,0.26
35,2001,38528.44,7298.35,1.87,0.26
36,2001,4220.14,3941.78,1.87,0.26
37,2001,13931.39,3214.25,1.87,0.26
38,2001,391.72,296.07,1.87,0.26
39,2001,12002.01,2657.43,1.87,0.26
40,2001,25765.15,7858.06,1.87,0.26
41,2001,1213.93,536.26,1.85,0.27
42,2001,3326.66,1787.35,1.85,0.27
43,2001,840.65,516.26,1.85,0.27
44,2001,470.03,466.63,1.85,0.27
45,2001,62074.4,16145.01,2.83,0.52
46,2001,3592.86,1002.68,2.83,0.52
47,2001,0,0,2.83,0.52
48,2001,3545.35,1355.48,2.83,0.52
49,2001,1051.2,690.58,2.83,0.52
50,2001,0,0,2.59,0.46
51,2001,0,0,2.59,0.46
52,2001,0,0,2.59,0.46
53,2001,0,0,2.59,0.46
54,2001,0,0,2.59,0.46
55,2001,0,0,2.59,0.46
56,2001,0,0,2.59,0.46
57,2001,0,0,2.59,0.46
62,2001,0,0,2.59,0.46
63,2001,0,0,2.59,0.46
64,2001,0,0,2.59,0.46
65,2001,0,0,2.59,0.46
66,2001,0,0,2.59,0.46
67,2001,0,0,2.59,0.46
68,2001,0,0,2.59,0.46
69,2001,0,0,2.59,0.46
75,2001,21706.78,9241.32,1.38,0.2
76,2001,3150.04,1613.6,1.38,0.2
77,2001,0,0,2.59,0.46
1,2002,0,0,2.43,0.46
2,2002,1822.5,1349.8,2.43,0.46
3,2002,13353.95,6368.9,2.43,0.46
4,2002,60033.15,18723.2,2.43,0.46
5,2002,1126.63,737.36,2.43,0.46
6,2002,498.15,345.28,2.43,0.46
7,2002,97.2,91.73,2.43,0.46
8,2002,0,0,2.43,0.46
9,2002,9198.48,5549.84,2.43,0.46
10,2002,2004.75,767.6,2.43,0.46
11,2002,18417.37,8304.36,2.43,0.46
12,2002,28771.3,15953.92,2.59,0.46
13,2002,33729.35,14122.13,2.59,0.46
14,2002,5628.86,5660.64,2.59,0.46
15,2002,0,0,2.59,0.46
16,2002,0,0,2.59,0.46
17,2002,25284.2,8815.99,2.59,0.46
18,2002,0,0,2.59,0.46
20,2002,22713.88,8021.12,2.59,0.46
21,2002,4616.98,4550.79,2.59,0.46
22,2002,3785.22,1939.14,2.59,0.46
23,2002,0,0,2.59,0.46
24,2002,6077.46,5594.16,2.59,0.46
25,2002,23170.94,8126.78,2.59,0.46
26,2002,9254,4341.79,1.49,0.21
27,2002,1704.96,1074.99,1.49,0.21
28,2002,2363.93,1058.18,1.49,0.21
29,2002,1157.71,675.42,1.49,0.21
30,2002,23312.06,7882.4,2.7,0.25
31,2002,1584.5,1613.75,2.7,0.25
32,2002,17945.3,5651.32,2.7,0.25
33,2002,2046.04,1307.05,2.7,0.25
34,2002,17783.45,5185.92,1.84,0.15
35,2002,10583.7,3369.58,1.84,0.15
37,2002,30223.35,14857.31,1.84,0.15
38,2002,0,0,1.84,0.15
39,2002,10287.16,5348.06,1.84,0.15
40,2002,21437.1,4146.43,1.84,0.15
41,2002,792.23,316.67,2.02,0.51
42,2002,452.29,488.78,2.02,0.51
43,2002,2743.12,1339.57,2.02,0.51
44,2002,2300.62,2448.25,2.02,0.51
45,2002,22018.98,5368.72,2.62,0.44
46,2002,7737.78,5006.36,2.62,0.44
47,2002,0,0,2.62,0.44
48,2002,4090.42,3223.73,2.62,0.44
49,2002,1455.38,1299.26,2.62,0.44
50,2002,0,0,2.59,0.46
51,2002,0,0,2.59,0.46
52,2002,0,0,2.59,0.46
53,2002,0,0,2.59,0.46
54,2002,0,0,2.59,0.46
55,2002,0,0,2.59,0.46
56,2002,0,0,2.59,0.46
57,2002,0,0,2.59,0.46
62,2002,0,0,2.59,0.46
63,2002,0,0,2.59,0.46
64,2002,0,0,2.59,0.46
65,2002,0,0,2.59,0.46
66,2002,0,0,2.59,0.46
67,2002,0,0,2.59,0.46
68,2002,0,0,2.59,0.46
69,2002,0,0,2.59,0.46
75,2002,11864.68,4888.46,1.34,0.23
76,2002,14198.59,10101.58,1.34,0.23
77,2002,7605.05,7165.9,2.59,0.46
1,2003,0,0,2.43,0.46
2,2003,0,0,2.43,0.46
3,2003,20030.93,9870.14,2.43,0.46
4,2003,48879.45,22009.51,2.43,0.46
5,2003,3755.45,1714.29,2.43,0.46
6,2003,747.22,530.59,2.43,0.46
7,2003,291.6,228.82,2.43,0.46
8,2003,1045.95,727.61,2.43,0.46
9,2003,6961.01,3977.09,2.43,0.46
10,2003,1336.5,679.96,2.43,0.46
11,2003,541.68,530.07,2.43,0.46
12,2003,5385.76,1035.28,2.59,0.46
13,2003,26273.39,10951.15,2.59,0.46
14,2003,1125.77,1116.72,2.59,0.46
15,2003,0,0,2.59,0.46
16,2003,0,0,2.59,0.46
17,2003,17028.14,11547.27,2.59,0.46
18,2003,2701.19,2483.11,2.59,0.46
20,2003,20175.27,5491.85,2.59,0.46
21,2003,1175.23,1164.34,2.59,0.46
22,2003,3785.22,2731.4,2.59,0.46
23,2003,0,0,2.59,0.46
24,2003,0,0,2.59,0.46
25,2003,8269.5,2816.88,1.44,0.27
26,2003,44018.83,11753.88,1.37,0.21
27,2003,10090.83,3535.66,1.37,0.21
28,2003,5985.03,2742.52,1.37,0.21
29,2003,9592.71,2871.37,1.37,0.21
30,2003,26810.5,16651.55,2,0.25
31,2003,24994.38,7657.19,2,0.25
32,2003,60744.32,12116.78,2,0.25
33,2003,5568.99,1619.07,2,0.25
34,2003,42517.52,8923.23,1.44,0.27
35,2003,34147.35,11605.75,1.44,0.27
36,2003,1631.39,1525.62,1.44,0.27
37,2003,12360.16,4796.57,1.44,0.27
38,2003,0,0,1.44,0.27
39,2003,10526.94,4107.83,1.44,0.27
40,2003,17296.58,3954.58,1.44,0.27
41,2003,7622.31,2644.18,2.08,0.06
42,2003,3263.76,1435.63,2.08,0.06
43,2003,471.29,468.42,2.08,0.06
44,2003,0,0,2.08,0.06
45,2003,16725.25,6052.4,2.66,0.46
46,2003,2810.97,1376.49,2.66,0.46
47,2003,0,0,2.66,0.46
48,2003,2080.35,1462.07,2.66,0.46
49,2003,986.92,1112.75,2.66,0.46
50,2003,0,0,2.59,0.46
51,2003,0,0,2.59,0.46
52,2003,0,0,2.59,0.46
53,2003,0,0,2.59,0.46
54,2003,0,0,2.59,0.46
55,2003,0,0,2.59,0.46
56,2003,0,0,2.59,0.46
62,2003,0,0,2.59,0.46
63,2003,0,0,2.59,0.46
64,2003,0,0,2.59,0.46
65,2003,0,0,2.59,0.46
66,2003,0,0,2.59,0.46
67,2003,0,0,2.59,0.46
68,2003,0,0,2.59,0.46
69,2003,0,0,2.59,0.46
75,2003,17791.56,10589.29,1.83,0.27
76,2003,26012.01,17269.5,1.83,0.27
77,2003,4015.46,2468.92,2.59,0.46
1,2004,267.3,262.09,2.43,0.46
2,2004,0,0,2.43,0.46
3,2004,26023.09,14830.71,2.43,0.46
4,2004,114489.45,42860.74,2.43,0.46
5,2004,751.09,723.65,2.43,0.46
6,2004,498.15,304.35,2.43,0.46
7,2004,194.4,205.33,2.43,0.46
8,2004,0,0,2.43,0.46
9,2004,3480.5,2770.17,2.43,0.46
10,2004,0,0,2.43,0.46
11,2004,11104.59,4752.35,2.43,0.46
12,2004,4535.37,3858.64,2.59,0.46
13,2004,31244.03,6317.29,2.59,0.46
14,2004,25646.5,17649.81,2.59,0.46
15,2004,0,0,2.59,0.46
16,2004,0,0,2.59,0.46
17,2004,9632.07,9077.14,2.59,0.46
18,2004,0,0,2.59,0.46
20,2004,17903.88,10353.18,2.59,0.46
21,2004,2272.97,1745.72,2.59,0.46
22,2004,11355.68,4794.99,2.59,0.46
23,2004,8216.52,5694.14,2.59,0.46
24,2004,9034.07,7057.79,2.59,0.46
25,2004,18935.32,8278.41,1.99,0.58
26,2004,38520.11,20399.2,1.36,0.21
27,2004,2664.13,1215.23,1.36,0.21
28,2004,5386.83,1914.71,1.36,0.21
29,2004,3587.88,1107.97,1.36,0.21
30,2004,22545.57,10292.92,2.51,0.24
31,2004,27200.22,9892.96,2.51,0.24
32,2004,26642.68,4448.31,2.51,0.24
33,2004,10758.45,4217.88,2.51,0.24
34,2004,28070.17,9425.31,1.99,0.58
35,2004,5715.13,2692.34,1.99,0.58
36,2004,1122.88,1053.92,1.99,0.58
37,2004,11910.44,5697.61,1.99,0.58
38,2004,1250.73,968.71,1.99,0.58
39,2004,31558.87,16638.72,1.99,0.58
40,2004,24211.65,9096.15,1.99,0.58
41,2004,4348.29,1414.52,2.08,0.05
42,2004,6051.09,2390.49,2.08,0.05
43,2004,0,0,2.08,0.05
44,2004,1578.41,1524.79,2.08,0.05
45,2004,34013.68,7790.35,2.54,0.46
46,2004,3486.25,1111.11,2.54,0.46
47,2004,0,0,2.54,0.46
48,2004,4763.29,4346.37,2.54,0.46
49,2004,1412.33,1261.52,2.54,0.46
50,2004,0,0,2.59,0.46
51,2004,0,0,2.59,0.46
52,2004,0,0,2.59,0.46
53,2004,0,0,2.59,0.46
54,2004,1112.79,1163.86,2.59,0.46
55,2004,0,0,2.59,0.46
56,2004,0,0,2.59,0.46
57,2004,0,0,2.59,0.46
62,2004,0,0,2.59,0.46
63,2004,0,0,2.59,0.46
64,2004,0,0,2.59,0.46
65,2004,0,0,2.59,0.46
66,2004,0,0,2.59,0.46
67,2004,0,0,2.59,0.46
68,2004,0,0,2.59,0.46
69,2004,0,0,2.59,0.46
75,2004,18615.77,9501.36,1.72,0.25
76,2004,6227.63,3095.91,1.72,0.25
77,2004,0,0,2.59,0.46
1,2005,0,0,2.43,0.46
2,2005,0,0,2.43,0.46
3,2005,16093.22,11347.93,2.43,0.46
4,2005,42646.5,16275.83,2.43,0.46
5,2005,2065.5,1990.05,2.43,0.46
6,2005,4483.35,2965.24,2.43,0.46
8,2005,0,0,2.43,0.46
9,2005,16159.5,14636.06,2.43,0.46
10,2005,0,0,2.43,0.46
11,2005,6500.25,5818.95,2.43,0.46
12,2005,6803.06,2428.04,2.59,0.46
13,2005,2840.36,2840.36,2.59,0.46
14,2005,0,0,2.59,0.46
15,2005,0,0,2.59,0.46
16,2005,6338.89,5426.38,2.59,0.46
17,2005,5418.04,4018.12,2.59,0.46
18,2005,0,0,2.59,0.46
20,2005,16300.55,12550.38,2.59,0.46
21,2005,587.61,581.68,2.59,0.46
22,2005,25865.71,10820.11,2.59,0.46
23,2005,0,0,2.59,0.46
24,2005,0,0,2.59,0.46
25,2005,12740,8353.22,1.5,0.23
26,2005,28171.04,11699.09,1.17,0.28
27,2005,7862.06,4872.23,1.17,0.28
28,2005,3373.26,1749.24,1.17,0.28
29,2005,3281.25,1671.33,1.17,0.28
30,2005,50643.06,19252.02,1.25,0.29
31,2005,20916.63,9702.77,1.25,0.29
32,2005,25767.12,7457.73,1.25,0.29
33,2005,3474.88,1792.34,1.25,0.29
34,2005,38816.92,8633.94,1.5,0.23
35,2005,22825.33,5093.08,1.5,0.23
36,2005,0,0,1.5,0.23
37,2005,19782,12072.83,1.5,0.23
38,2005,0,0,1.5,0.23
39,2005,4691.55,1264.55,1.5,0.23
40,2005,23184,4300.79,1.5,0.23
41,2005,2941,1334.54,2.04,0.05
42,2005,457.92,497.25,2.04,0.05
43,2005,1388.63,957.48,2.04,0.05
44,2005,0,0,2.04,0.05
45,2005,21042.57,5981.33,2.72,0.42
46,2005,5463.83,1482.15,2.72,0.42
47,2005,0,0,2.72,0.42
48,2005,1702.6,1701.54,2.72,0.42
49,2005,3028.96,2514.9,2.72,0.42
50,2005,0,0,2.59,0.46
51,2005,0,0,2.59,0.46
52,2005,0,0,2.59,0.46
53,2005,0,0,2.59,0.46
54,2005,0,0,2.59,0.46
55,2005,0,0,2.59,0.46
56,2005,0,0,2.59,0.46
57,2005,0,0,2.59,0.46
58,2005,0,0,2.59,0.46
62,2005,0,0,2.59,0.46
63,2005,0,0,2.59,0.46
64,2005,0,0,2.59,0.46
65,2005,0,0,2.59,0.46
66,2005,0,0,2.59,0.46
67,2005,0,0,2.59,0.46
68,2005,0,0,2.59,0.46
69,2005,0,0,2.59,0.46
75,2005,18173.14,6798.06,1.52,0.34
76,2005,6952.08,4648.19,1.52,0.34
77,2005,41493.15,25885.33,2.59,0.46
1,2006,0,0,2.43,0.46
2,2006,0,0,2.43,0.46
3,2006,5820.95,3372.09,2.43,0.46
4,2006,51831.9,24215.69,2.43,0.46
5,2006,0,0,2.43,0.46
6,2006,1494.45,804.74,2.43,0.46
7,2006,0,0,2.43,0.46
8,2006,0,0,2.43,0.46
9,2006,2491.82,1079.46,2.43,0.46
10,2006,0,0,2.43,0.46
11,2006,541.68,530.07,2.43,0.46
12,2006,11054.98,4662.54,2.59,0.46
13,2006,12071.55,7898.21,2.59,0.46
14,2006,8482.56,4060.55,2.59,0.46
15,2006,0,0,2.59,0.46
16,2006,0,0,2.59,0.46
17,2006,18662.15,7582.05,2.59,0.46
18,2006,13505.98,10430.93,2.59,0.46
20,2006,20843.33,8319.69,2.59,0.46
21,2006,570.68,573.93,2.59,0.46
22,2006,0,0,2.59,0.46
23,2006,1193.58,1210.4,2.59,0.46
24,2006,0,0,2.59,0.46
25,2006,11009.38,4576.12,1.72,0.27
26,2006,48754.89,14078.55,1.34,0.24
27,2006,11749.81,7206.32,1.34,0.24
28,2006,8328.19,2201.09,1.34,0.24
29,2006,7450.6,2862.3,1.34,0.24
30,2006,85976.71,34542.06,1.61,0.27
31,2006,60625.86,29937.77,1.61,0.27
32,2006,47419.56,11612.38,1.61,0.27
33,2006,4892.82,2324.42,1.61,0.27
34,2006,65048.75,13785.32,1.72,0.27
35,2006,22725.08,7744.99,1.72,0.27
36,2006,323.54,302.3,1.72,0.27
37,2006,41392.25,23874.6,1.72,0.27
38,2006,360.38,272.86,1.72,0.27
39,2006,15681.29,4818.79,1.72,0.27
40,2006,29716.66,8240.2,1.72,0.27
41,2006,6372.99,2311.06,2.03,0.05
42,2006,4093.23,3415.36,2.03,0.05
43,2006,1838.88,1886,2.03,0.05
44,2006,0,0,2.03,0.05
45,2006,23025.83,6537.72,2.79,0.44
46,2006,3540.07,1788.25,2.79,0.44
47,2006,0,0,2.79,0.44
48,2006,3929.92,2172.17,2.79,0.44
49,2006,2330.47,2158.97,2.79,0.44
50,2006,0,0,2.59,0.46
51,2006,0,0,2.59,0.46
52,2006,0,0,2.59,0.46
53,2006,0,0,2.59,0.46
54,2006,0,0,2.59,0.46
55,2006,0,0,2.59,0.46
56,2006,0,0,2.59,0.46
57,2006,0,0,2.59,0.46
58,2006,0,0,2.59,0.46
59,2006,0,0,2.59,0.46
62,2006,0,0,2.59,0.46
63,2006,0,0,2.59,0.46
64,2006,0,0,2.59,0.46
65,2006,0,0,2.59,0.46
66,2006,0,0,2.59,0.46
67,2006,0,0,2.59,0.46
68,2006,0,0,2.59,0.46
69,2006,0,0,2.59,0.46
70,2006,0,0,2.59,0.46
75,2006,32176.52,20096.22,1.96,0.42
76,2006,2345.14,1460.33,1.96,0.42
77,2006,1338.48,1298.43,2.59,0.46
1,2007,3266.900541,3564.34842,2.43,0.46
2,2007,0,0,2.43,0.46
3,2007,14094.74917,8621.757947,2.43,0.46
4,2007,38591.15435,20123.52022,2.43,0.46
5,2007,759.6080236,520.0301457,2.43,0.46
6,2007,1263.945863,703.6066677,2.43,0.46
7,2007,0,0,2.43,0.46
8,2007,0,0,2.43,0.46
9,2007,11084.21887,4115.019693,2.43,0.46
10,2007,0,0,2.43,0.46
11,2007,1644.912965,1112.089603,2.43,0.46
12,2007,21012.04448,14732.93348,2.59,0.46
13,2007,19218.824,10056.74573,2.59,0.46
14,2007,2314.029078,1432.699067,2.59,0.46
15,2007,0,0,2.59,0.46
16,2007,0,0,2.59,0.46
17,2007,26511.09103,22978.2813,2.59,0.46
18,2007,0,0,2.59,0.46
20,2007,33848.8451,15168.4348,2.59,0.46
21,2007,0,0,2.59,0.46
22,2007,15243.16826,8222.303287,2.59,0.46
23,2007,0,0,2.59,0.46
24,2007,1695.716402,1778.077988,2.59,0.46
25,2007,17220.85847,9178.708681,1.45882,0.28466
26,2007,84977.68472,28516.28799,1.87234,0.282942
27,2007,17540.61337,5629.62986,1.87234,0.282942
28,2007,16446.22031,8931.982998,1.87234,0.282942
29,2007,8331.756899,3608.769645,1.87234,0.282942
30,2007,93591.26059,22964.50811,2.25,0.478767
31,2007,118112.1488,55671.82815,2.25,0.478767
32,2007,50529.35073,17091.19033,2.25,0.478767
33,2007,561.2091206,543.4433057,2.25,0.478767
34,2007,48739.27942,11640.03837,1.45882,0.28466
35,2007,12810.95917,3227.709125,1.45882,0.28466
36,2007,1643.564107,1590.089911,1.45882,0.28466
37,2007,39499.26875,15381.5512,1.45882,0.28466
38,2007,300.8251022,229.0830645,1.45882,0.28466
39,2007,14399.44807,3280.293963,1.45882,0.28466
40,2007,21407.34495,5710.65221,1.45882,0.28466
41,2007,5648.256079,1879.415074,2.875,0.767716
42,2007,9780.951572,4385.778456,2.875,0.767716
43,2007,1322.195742,877.2422546,2.875,0.767716
44,2007,0,0,2.875,0.767716
45,2007,38316.55505,12123.99677,2.63107,0.39497
46,2007,7533.135434,2169.676437,2.63107,0.39497
47,2007,0,0,2.63107,0.39497
48,2007,6188.823601,2716.698289,2.63107,0.39497
49,2007,2456.004079,1478.628583,2.63107,0.39497
50,2007,0,0,2.59,0.46
51,2007,0,0,2.59,0.46
52,2007,0,0,2.59,0.46
53,2007,0,0,2.59,0.46
54,2007,0,0,2.59,0.46
56,2007,0,0,2.59,0.46
57,2007,0,0,2.59,0.46
58,2007,0,0,2.59,0.46
59,2007,0,0,2.59,0.46
62,2007,0,0,2.59,0.46
63,2007,0,0,2.59,0.46
64,2007,0,0,2.59,0.46
65,2007,0,0,2.59,0.46
66,2007,0,0,2.59,0.46
67,2007,0,0,2.59,0.46
68,2007,0,0,2.59,0.46
69,2007,0,0,2.59,0.46
70,2007,0,0,2.59,0.46
75,2007,29506.58546,9676.482703,2.12037,0.354943
76,2007,26167.42515,10971.40978,2.12037,0.354943
77,2007,1343.545703,1255.078995,2.59,0.46
1,2008,0,0,2.43,0.46
2,2008,368,381,2.43,0.46
3,2008,11022,7166,2.43,0.46
4,2008,40674,17712,2.43,0.46
5,2008,761,520,2.43,0.46
6,2008,253,255,2.43,0.46
7,2008,96,91,2.43,0.46
8,2008,0,0,2.43,0.46
9,2008,4578,2969,2.43,0.46
10,2008,2048,1920,2.43,0.46
11,2008,2747,1935,2.43,0.46
12,2008,9373,5105,2.59,0.46
13,2008,14265,6361,2.59,0.46
14,2008,7134,5264,2.59,0.46
15,2008,0,0,2.59,0.46
16,2008,0,0,2.59,0.46
17,2008,1207,1185,2.59,0.46
18,2008,0,0,2.59,0.46
20,2008,19638,5736,2.59,0.46
21,2008,0,0,2.59,0.46
22,2008,1278,749,2.59,0.46
23,2008,0,0,2.59,0.46
24,2008,2713,2212,2.59,0.46
25,2008,19341,13527,2.59,0.46
26,2008,59842,19343,1.89,0.4
27,2008,10066,3230,1.89,0.4
28,2008,7002,2484,1.89,0.4
29,2008,2028,919,1.89,0.4
30,2008,57696,13729,1.85,0.41
31,2008,42199,17326,1.85,0.41
32,2008,30046,12281,1.85,0.41
33,2008,923,998,1.85,0.41
34,2008,27111,6450,0.75,0.14
35,2008,8352,3205,0.75,0.14
36,2008,498,466,0.75,0.14
37,2008,11334,2932,0.75,0.14
38,2008,621,119,0.75,0.14
39,2008,6403,1327,0.75,0.14
40,2008,11665,2302,0.75,0.14
41,2008,3696,594,2,0.05
42,2008,4050,1203,2,0.05
43,2008,457,458,2,0.05
44,2008,517,511,2,0.05
45,2008,14740,5157,2.67,0.41
46,2008,6237,1697,2.67,0.41
47,2008,0,0,2.67,0.41
48,2008,2515,1415,2.67,0.41
49,2008,1497,1112,2.67,0.41
50,2008,0,0,NA,NA
75,2008,34472,14751,1.89,0.46
76,2008,7183,2821,1.89,0.46
77,2008,0,0,2.59,0.46
1,2009,0,0,2.43,0.46
2,2009,1106,1048,2.43,0.46
3,2009,7796,5132,2.43,0.46
4,2009,24456,9539,2.43,0.46
5,2009,1902,1833,2.43,0.46
6,2009,1013,703,2.43,0.46
7,2009,870,919,2.43,0.46
8,2009,0,0,2.43,0.46
9,2009,3028,1362,2.43,0.46
10,2009,0,0,2.43,0.46
11,2009,549,538,2.43,0.46
12,2009,576,545,2.59,0.46
13,2009,6419,2419,2.59,0.46
14,2009,7913,7948,2.59,0.46
15,2009,0,0,2.59,0.46
16,2009,6433,7892,2.59,0.46
17,2009,15694,10024,2.59,0.46
18,2009,4567,1535,2.59,0.46
20,2009,32862,10288,2.59,0.46
21,2009,563,560,2.59,0.46
22,2009,12587,6607,2.59,0.46
23,2009,1232,1224,2.59,0.46
24,2009,2549,2663,2.59,0.46
25,2009,31796,13386,2.59,0.46
26,2009,31876,12002,2.43,0.68
27,2009,8243,4182,2.43,0.68
28,2009,6165,3951,2.43,0.68
29,2009,5594,3652,2.43,0.68
30,2009,68806,22792,3.65,0.88
31,2009,79992,31397,3.65,0.88
32,2009,64756,18675,3.65,0.88
33,2009,5464,2592,3.65,0.88
34,2009,29354,5151,1.27,0.18
35,2009,31956,8549,1.27,0.18
36,2009,2048,1913,1.27,0.18
37,2009,15897,6214,1.27,0.18
38,2009,525,398,1.27,0.18
39,2009,14965,3941,1.27,0.18
40,2009,14959,3328,1.27,0.18
41,2009,7674,2850,2,0.05
42,2009,3142,2219,2,0.05
43,2009,8449,3645,2,0.05
44,2009,6714,2412,2,0.05
45,2009,63300,17414,1.75,0.43
46,2009,9740,3597,1.75,0.43
47,2009,611,592,1.75,0.43
48,2009,3429,1752,1.75,0.43
49,2009,326,359,1.75,0.43
50,2009,0,0,NA,NA
75,2009,11030,5376,2.24,0.45
76,2009,3189,1544,2.24,0.45
77,2009,0,0,2.59,0.46
1,2010,546,536,2.43,0.46
2,2010,0,0,2.43,0.46
3,2010,11052,8301,2.43,0.46
4,2010,15864,7175,2.43,0.46
5,2010,0,0,2.43,0.46
6,2010,0,0,2.43,0.46
7,2010,2224,2247,2.43,0.46
8,2010,533,537,2.43,0.46
9,2010,9591,9169,2.43,0.46
10,2010,683,406,2.43,0.46
11,2010,3846,3245,2.43,0.46
12,2010,12546,2534,2.59,0.46
13,2010,22824,9767,2.59,0.46
14,2010,1131,1122,2.59,0.46
15,2010,0,0,2.59,0.46
16,2010,0,0,2.59,0.46
17,2010,3949,4316,2.59,0.46
18,2010,2284,2363,2.59,0.46
20,2010,12962,5030,2.59,0.46
21,2010,0,0,2.59,0.46
22,2010,8312,3049,2.59,0.46
23,2010,0,0,2.59,0.46
24,2010,850,903,2.59,0.46
25,2010,9085,4227,2.59,0.46
26,2010,18857,4029,2.09,0.31
27,2010,6409,2536,2.09,0.31
28,2010,7744,1917,2.09,0.31
29,2010,6125,2659,2.09,0.31
30,2010,41153,16650,2.44,0.56
31,2010,61753,21394,2.44,0.56
32,2010,38866,11027,2.44,0.56
33,2010,4877,2301,2.44,0.56
34,2010,33631,10171,1.64,0.34
35,2010,12202,4378,1.64,0.34
36,2010,311,291,1.64,0.34
37,2010,13754,4310,1.64,0.34
38,2010,0,0,1.64,0.34
39,2010,6906,1856,1.64,0.34
40,2010,13722,3555,1.64,0.34
41,2010,9358,1676,2,0.05
42,2010,13927,7276,2,0.05
43,2010,6399,3550,2,0.05
44,2010,11371,5653,2,0.05
45,2010,97831,28483,1.88,0.37
46,2010,15612,4211,1.88,0.37
47,2010,0,0,1.88,0.37
48,2010,15390,6383,1.88,0.37
49,2010,2290,1780,1.88,0.37
50,2010,0,0,NA,NA
75,2010,14523,9701,2.3,0.41
76,2010,8487,7399,2.3,0.41
77,2010,5384,2742,2.59,0.46
1,2011,606,574,2.43,0.46
2,2011,369,380,2.43,0.46
3,2011,5511,3296,2.43,0.46
4,2011,10245,6081,2.43,0.46
5,2011,381,367,2.43,0.46
6,2011,253,241,2.43,0.46
7,2011,967,1021,2.43,0.46
8,2011,0,0,2.43,0.46
9,2011,1010,608,2.43,0.46
10,2011,0,0,2.43,0.46
11,2011,549,538,2.43,0.46
12,2011,2596,1784,2.59,0.46
13,2011,12839,6208,2.59,0.46
14,2011,1131,1122,2.59,0.46
15,2011,2405,1855,2.59,0.46
16,2011,0,0,2.59,0.46
17,2011,9658,4777,2.59,0.46
18,2011,0,0,2.59,0.46
20,2011,10343,5902,2.59,0.46
21,2011,1691,905,2.59,0.46
22,2011,12149,3792,2.59,0.46
23,2011,9566,4967,2.59,0.46
24,2011,1700,1051,2.59,0.46
25,2011,5421,3488,2.59,0.46
26,2011,24992,6253,3.66,0.65
27,2011,4144,1434,3.66,0.65
28,2011,2860,2811,3.66,0.65
29,2011,1135,703,3.66,0.65
30,2011,76360,22393,1.72,0.29
31,2011,65085,18955,1.72,0.29
32,2011,68122,12528,1.72,0.29
33,2011,8154,3705,1.72,0.29
34,2011,68291,10591,2.41,0.26
35,2011,48948,8289,2.41,0.26
36,2011,411,454,1.72,0.29
37,2011,19574,3058,2.41,0.26
38,2011,0,0,2.41,0.26
39,2011,29161,7171,2.41,0.26
40,2011,18482,3904,2.41,0.26
41,2011,7251,3987,2.02,0.05
42,2011,3450,3168,2.02,0.05
43,2011,5739,5838,2.02,0.05
44,2011,526,533,2.02,0.05
45,2011,85967,19790,2.57,0.5
46,2011,25621,7333,2.57,0.5
47,2011,0,0,2.57,0.5
48,2011,14542,4872,2.57,0.5
49,2011,8637,4144,2.57,0.5
50,2011,0,0,NA,NA
75,2011,11031,4456,3.03,0.49
76,2011,2157,803,3.03,0.49
77,2011,1529,1490,2.59,0.46
1,2012,0,0,2.43,0.46
2,2012,0,0,2.43,0.46
3,2012,8956,5771,2.43,0.46
4,2012,12559,5899,2.43,0.46
5,2012,761,732,2.43,0.46
6,2012,0,0,2.43,0.46
7,2012,97,102,2.43,0.46
8,2012,0,0,2.43,0.46
9,2012,1514,735,2.43,0.46
10,2012,0,0,2.43,0.46
11,2012,2747,2380,2.43,0.46
12,2012,8364,5092,2.59,0.46
13,2012,27104,14004,2.59,0.46
14,2012,1174,1190,2.59,0.46
15,2012,0,0,2.59,0.46
16,2012,0,0,2.59,0.46
17,2012,30786,22623,2.59,0.46
18,2012,2284,2363,2.59,0.46
